train_id,name,brand_name,category_name,item_description,price,item_condition_id,sale,shipping,supply_demand,img_score,img_url,price_url
28,Pink Queen??unisex Two-tone Patchwork Hoodies Sweatshirt With Side Pockets,Pink Queen,"Clothing,Women,Sweatshirt","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",11.99,0,1,1,0,1,"http://ecx.images-amazon.com/images/I/41Mj2mva-SL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41JV2MROWJL._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41JV2MROWJL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/312qi5JXuUL._SR38,50_.jpg","http://www.amazon.com/Pink-Queen-Two-tone-Patchwork-Sweatshirt/dp/B01ASO9QX4,http://www.amazon.com/Pink-Queen-Fashion-Thickening-Patchwork/dp/B01ASOAMJG,http://www.amazon.com/Pink-Queen-Fashion-Patchwork-Pockets/dp/B01ASOAOIU,http://www.amazon.com/Pink-Queen-Fashion-Thickening-Patchwork/dp/B01ASOAKW0,http://www.amazon.com/Pink-Queen-Womens-Patchwork-Hoodies/dp/B01ASOAQTM"
29,Pink Queen®3d Digital Printed Cat Galaxy Lightening Pullover Sweatshirts,Pink Queen,"Clothing,Women,Sweatshirt","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",20.19,0,1,0,0,0,"http://ecx.images-amazon.com/images/I/41Mj2mva-SL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41guQdfR9NL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41guQdfR9NL._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/312qi5JXuUL._SR38,50_.jpg","http://www.amazon.com/Pink-Queen-Womens-Squirrel-Hoodies/dp/B01A6CPI4Y,http://www.amazon.com/Pink-Queen-Squirrel-Pullover-Sweatshirts/dp/B01A6CPFBK,http://www.amazon.com/Pink-Queen-Squirrel-Multicolor-Sweatshirts/dp/B01A6CPGUU"
30,Aiko Terry Cloth Embroidered Sweatshirt,Aiko,"Clothing,Women,Sweatshirt","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",100.12,0,0,1,1,1,"http://c.shld.net/rpx/i/s/pi/mp/4311/prod_9909495213?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2FCTM5YNGdk2dzZH1uAYYYGpJ7ANOLTtij-14.jpg&d=592c41f79399e6a50296a5f0a018d5ec3854d360,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_9840999113?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2F9j8KchIrtqpGmn7rGHwBb8GIAO27QSWW-14.jpg&d=fbd0008827e9cd92d66161577344fa837ba56b05,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_9940978713?src=https%3A%2F%2Fdl.dropboxusercontent.com%2Fs%2Fd6jvwy2ncmuib4f%2FBHFO%2520size%2520chart.png%3Fdl%3D0&d=c8517c64c2fd4b449e77ca7359e3b039ad21a258","http://www.sears.com/content/pdp/config/products/v1/products/0000000000000000431100000000000007999580P?site=sears,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000000431100000000000007999580P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153"
31,Metaphor Women's Slim Destructed Boyfriend Jeans,Metaphor,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",48,0,0,1,1,0,"http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905612,http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905712","http://www.sears.com/content/pdp/ratings/single/search/Sears/007VA80806412P&targetType=product&limit=1000&offset=0,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA80806412P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA80806412P?site=sears"
32,Metaphor Women's Slim Destructed Boyfriend Jeans,Metaphor,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",21.99,0,1,0,0,1,"http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905612,http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905712","http://www.sears.com/content/pdp/ratings/single/search/Sears/007VA80806412P&targetType=product&limit=1000&offset=0,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA80806412P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA80806412P?site=sears"
33,Metaphor Women's Slim Destructed Boyfriend Jeans,Metaphor,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",21.24,0,1,0,0,1,"http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905612,http://c.shld.net/rpx/i/s/i/spin/image/spin_prod_1287905712","http://www.sears.com/content/pdp/ratings/single/search/Sears/007VA80806412P&targetType=product&limit=1000&offset=0,http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA80806412P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA80806412P?site=sears"
34,Calvin Klein Jeans Petites Denim Low Rise Skinny Jeans,Calvin Klein Jeans,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",24.99,0,1,0,0,1,"http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516613?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2FRjLPRZ6TeLImlU8Rt4iR4jf8Ab8ViqFK-14.jpg&d=242fdc5130baad95a8150500dce5d1d610f789da,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516513?src=https%3A%2F%2Fdl.dropboxusercontent.com%2Fs%2Fd6jvwy2ncmuib4f%2FBHFO%2520size%2520chart.png%3Fdl%3D0&d=0b9187e5287e51b121503c7f0ba3b7d29767d150,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516413?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2Fsl2kItotabaz8ugHMa0F8OZ1vUphLARJ-14.jpg&d=549b9e3283851c82b8892692c2b1606ef058fe50","http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000000431100000000000006043039P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/0000000000000000431100000000000006043039P?site=sears"
35,Calvin Klein Jeans Petites Denim Low Rise Skinny Jeans,Calvin Klein Jeans,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",49.5,0,0,1,1,0,"http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516613?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2FRjLPRZ6TeLImlU8Rt4iR4jf8Ab8ViqFK-14.jpg&d=242fdc5130baad95a8150500dce5d1d610f789da,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516513?src=https%3A%2F%2Fdl.dropboxusercontent.com%2Fs%2Fd6jvwy2ncmuib4f%2FBHFO%2520size%2520chart.png%3Fdl%3D0&d=0b9187e5287e51b121503c7f0ba3b7d29767d150,http://c.shld.net/rpx/i/s/pi/mp/4311/prod_10029516413?src=http%3A%2F%2Fd1n4l5ue04vu2w.cloudfront.net%2Fmedia%2Fsl2kItotabaz8ugHMa0F8OZ1vUphLARJ-14.jpg&d=549b9e3283851c82b8892692c2b1606ef058fe50","http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=0000000000000000431100000000000006043039P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/0000000000000000431100000000000006043039P?site=sears"
36,Allegra K Ladies Stretchy Stirrup Tights Leggings Pants Pantyhose Xs Black,Allegra K,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",14.99,0,0,1,1,0,http://c.shld.net/rpx/i/s/pi/mp/29267/prod_4644934323?src=http%3A%2F%2Fm2.uxcell.com%2Fphoto_new%2F20131010%2Fg%2Fux_a13101000ux0901_ux_g03.jpg&d=1ef2ca6266b305a790d61ec692e4289a7917b045,"http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7807703023&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/SPM7807703023?site=sears"
37,Allegra K Ladies Stretchy Stirrup Tights Leggings Pants Pantyhose Xs Black,Allegra K,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",6.99,0,1,0,0,1,http://c.shld.net/rpx/i/s/pi/mp/29267/prod_4644934323?src=http%3A%2F%2Fm2.uxcell.com%2Fphoto_new%2F20131010%2Fg%2Fux_a13101000ux0901_ux_g03.jpg&d=1ef2ca6266b305a790d61ec692e4289a7917b045,"http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=SPM7807703023&pidType=0&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/SPM7807703023?site=sears"
38,Rockin Denim Women's Embellished Stretch Denim Capris,Rockin Denim,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",21.24,0,1,0,0,1,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg","http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA87235912P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA87235912P?site=sears"
39,Rockin Denim Women's Embellished Stretch Denim Capris,Rockin Denim,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",24.99,0,1,0,0,1,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg","http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA87235912P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA87235912P?site=sears"
40,Rockin Denim Women's Embellished Stretch Denim Capris,Rockin Denim,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",44,0,0,1,1,0,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg","http://www.sears.com/content/pdp/products/pricing/v1/get/price/display/json?pid=007VA87235912P&pidType=3&priceMatch=Y&memberStatus=G&storeId=10153,http://www.sears.com/content/pdp/config/products/v1/products/007VA87235912P?site=sears"
41,Q2 Women's Camo Print Boyfriend Pant,Q2,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",76.9,0,0,1,1,0,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg",https://www.amazon.com/Q2-Womens-Camo-print-boyfriend/dp/B014J71J4A
42,Q2 Women's Camo Print Boyfriend Pant,Q2,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",46.83,0,1,0,0,3,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg",https://www.amazon.com/Q2-Womens-Camo-print-boyfriend/dp/B014J71J4A
43,Q2 Women's Camo Print Boyfriend Pant,Q2,"Clothing,Women,Pant","[{""dateSeen"":[""2016-07-11T01:41:47Z""],""sourceURLs"":[""http://www.ebay.com/itm/620415-483-New-Womens-Nike-Pro-Hyperwarm-Infinity-Training-Shirt-SIZE-SMALL-/391454317899?hash=item5b247edd4b:g:uJAAAOSw8vZXMoEk""],""value"":""620415 483 New Womens Nike Pro Hyperwarm Infinity Training Shirt SIZE SMALL in Clothing, Shoes & Accessories, Women's Clothing, Athletic Apparel | eBay""}]",63.56,0,1,0,1,1,"http://ecx.images-amazon.com/images/I/31mbh%2BI0NHL._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/513GQQqTh8L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SR38,50_.jpg,http://ecx.images-amazon.com/images/I/41IeTAVRO1L._SY445_QL70_.jpg,http://ecx.images-amazon.com/images/I/41a7pBumfoL._SR38,50_.jpg",https://www.amazon.com/Q2-Womens-Camo-print-boyfriend/dp/B014J71J4A
